time,open,high,low,close,volume
2021-10-29 20:00:00,255.81,256.03,255.7,256.03,16219
2021-10-29 19:00:00,255.84,255.94,255.67,255.82,20267
2021-10-29 18:00:00,255.73,255.77,255.63,255.77,16107
2021-10-29 17:00:00,255.67,255.9899,252.4526,255.72,884844
2021-10-29 16:00:00,255.8797,255.98,254.42,255.68,4045147
2021-10-29 15:00:00,256.21,257.09,254.67,255.88,3506420
2021-10-29 14:00:00,255.5256,256.55,255.1,256.21,3196898
2021-10-29 13:00:00,254.45,255.62,254.35,255.52,3257472
2021-10-29 12:00:00,252.21,254.61,252.07,254.4428,2216614
2021-10-29 11:00:00,254.0,254.95,251.532,252.13,4339244
2021-10-29 10:00:00,250.41,254.5,250.0,253.99,5164882
2021-10-29 09:00:00,250.0001,251.05,249.5,250.1,136090
2021-10-29 08:00:00,250.18,250.7,249.5,250.5,54769
2021-10-29 07:00:00,251.05,251.1,249.4,250.18,38693
2021-10-29 06:00:00,252.21,252.23,250.87,251.1,12767
2021-10-29 05:00:00,251.31,252.48,250.41,252.0,15549
2021-10-28 20:00:00,251.2,251.5,250.75,251.25,24669
2021-10-28 19:00:00,252.05,252.05,250.6,251.0,39560
2021-10-28 18:00:00,249.84,252.33,249.41,252.33,245416
2021-10-28 17:00:00,249.41,249.96,248.0,249.96,871894
2021-10-28 16:00:00,247.4,249.5,247.18,249.43,3292707
2021-10-28 15:00:00,247.51,248.36,247.2,247.44,2435856
2021-10-28 14:00:00,246.4,248.12,246.38,247.49,1901417
2021-10-28 13:00:00,246.31,247.45,245.97,246.38,1626789
2021-10-28 12:00:00,247.25,247.9613,246.07,246.318,2420840
2021-10-28 11:00:00,245.85,248.42,245.4415,247.235,4024361
2021-10-28 10:00:00,246.87,249.12,244.51,245.8177,4596954
2021-10-28 09:00:00,247.5,248.0,246.16,246.58,95517
2021-10-28 08:00:00,247.18,247.9,247.02,247.67,51103
2021-10-28 07:00:00,246.61,246.72,246.53,246.7,2067
2021-10-28 06:00:00,247.29,247.29,246.53,246.53,6917
2021-10-28 05:00:00,246.08,247.28,245.8,247.28,6452
2021-10-27 20:00:00,245.1,245.4,245.0,245.0,26211
2021-10-27 19:00:00,244.05,245.08,244.0,245.02,19091
2021-10-27 18:00:00,244.65,244.65,244.0,244.18,14021
2021-10-27 17:00:00,244.51,245.6,244.25,244.65,284580
2021-10-27 16:00:00,246.75,250.0,244.29,244.51,3728149
2021-10-27 15:00:00,248.37,248.41,246.68,246.77,1235875
2021-10-27 14:00:00,247.69,249.18,247.6,248.3825,1346641
2021-10-27 13:00:00,248.87,249.49,247.42,247.685,2078579
2021-10-27 12:00:00,248.71,250.9,247.02,248.85,4847248
2021-10-27 11:00:00,246.21,249.34,244.12,248.705,4710258
2021-10-27 10:00:00,246.29,249.62,242.8201,246.1605,4902236
2021-10-27 09:00:00,245.7919,247.17,244.6,246.101,111633
2021-10-27 08:00:00,244.93,245.9,244.62,245.1,45597
2021-10-27 07:00:00,244.7,245.36,244.65,244.65,5709
2021-10-27 06:00:00,245.0,245.01,244.16,244.61,10827
2021-10-27 05:00:00,245.91,246.39,245.06,245.06,13171
2021-10-26 20:00:00,246.04,246.28,245.0,245.0,33272
2021-10-26 19:00:00,245.78,246.71,245.66,246.3,25032
2021-10-26 18:00:00,245.65,246.1,245.5,245.76,23964
2021-10-26 17:00:00,247.17,247.88,245.45,245.75,544757
2021-10-26 16:00:00,247.27,248.7,246.38,247.17,5540643
2021-10-26 15:00:00,248.94,249.49,246.7,247.29,3249697
2021-10-26 14:00:00,246.64,249.0403,246.07,248.8879,4096457
2021-10-26 13:00:00,246.66,248.6582,244.05,246.66,5537122
2021-10-26 12:00:00,249.691,249.96,246.445,246.69,6719001
2021-10-26 11:00:00,246.24,252.59,245.74,249.7,12467015
2021-10-26 10:00:00,238.76,246.88,238.76,246.29,8518774
2021-10-26 09:00:00,237.7999,239.89,237.6,238.69,236942
2021-10-26 08:00:00,237.59,238.82,237.59,238.82,86278
2021-10-26 07:00:00,238.0,238.0,237.07,237.55,20364
2021-10-26 06:00:00,237.81,238.25,237.81,238.16,10707
2021-10-26 05:00:00,236.42,238.18,236.42,237.93,20145
2021-10-25 20:00:00,236.0,236.46,235.6,235.75,33555
2021-10-25 19:00:00,234.58,237.0,234.05,236.25,86381
2021-10-25 18:00:00,232.6,234.65,232.26,234.5,61629
2021-10-25 17:00:00,231.66,232.65,231.66,232.58,888012
2021-10-25 16:00:00,233.27,233.5499,231.14,231.66,3078039
2021-10-25 15:00:00,232.75,233.42,232.55,233.2501,1606198
2021-10-25 14:00:00,232.775,233.04,232.01,232.7139,1690383
2021-10-25 13:00:00,230.45,232.98,230.3501,232.78,3372217
2021-10-25 12:00:00,229.02,230.75,228.79,230.43,2372576
2021-10-25 11:00:00,228.83,229.3779,227.7,229.02,3715396
2021-10-25 10:00:00,230.2,231.5879,228.27,228.805,4238454
2021-10-25 09:00:00,229.0005,230.7,226.692,230.3,133402
2021-10-25 08:00:00,229.26,229.75,228.83,229.7,50900
2021-10-25 07:00:00,228.33,230.25,228.33,229.52,14685
2021-10-25 06:00:00,228.35,229.61,228.35,228.51,10505
2021-10-25 05:00:00,228.64,228.88,227.98,228.3,7936
2021-10-22 20:00:00,227.0,227.2,226.97,227.2,8341
2021-10-22 19:00:00,227.2,227.3,226.9,227.0,35942
2021-10-22 18:00:00,227.0,227.2,227.0,227.2,6377
2021-10-22 17:00:00,227.26,227.47,227.0,227.29,1176731
2021-10-22 16:00:00,228.36,228.45,226.98,227.23,3004155
2021-10-22 15:00:00,226.91,229.14,226.89,228.34,1825443
2021-10-22 14:00:00,228.09,228.71,226.85,226.9,1720386
2021-10-22 13:00:00,226.63,228.46,225.721,228.08,2723962
2021-10-22 12:00:00,229.46,229.82,225.61,226.65,3286291
2021-10-22 11:00:00,229.98,231.21,229.01,229.4146,3720312
2021-10-22 10:00:00,228.85,231.3,225.91,229.98,5440683
2021-10-22 09:00:00,228.98,229.3,226.353,228.87,100718
2021-10-22 08:00:00,229.27,229.3,228.3,228.93,42136
2021-10-22 07:00:00,228.12,229.4,228.12,229.3,12017
2021-10-22 06:00:00,227.79,228.27,227.79,228.27,4079
2021-10-22 05:00:00,227.24,228.2,226.62,227.63,9240
2021-10-21 20:00:00,225.84,226.69,225.8,226.5,25902
2021-10-21 19:00:00,225.29,226.3,224.8,225.98,24799
